id	replyCount	likeCount	publishedAt	authorName	text	authorChannelId	authorChannelUrl	isReply	isReplyTo	isReplyToName
UgysdX4_OmfEGZdDFY94AaABAg	0	0	2022-02-05 15:47:05	Jose luis Amaya	Ya era tienpo k soltan a los diputados nacionalistas nuevos k no tienen k ver viven los diputados nuebos	UCWhQDb5Qccp7TqXQA8FH1uQ	http://www.youtube.com/channel/UCWhQDb5Qccp7TqXQA8FH1uQ	0		
UgxrhFPcl9YMU6BrJNF4AaABAg	0	0	2022-02-05 13:47:05	Jose gaspar Pineda pineda	La crisis son uds vendidos corruptos	UCJSvXzl7HkRBpWgaNBehlMQ	http://www.youtube.com/channel/UCJSvXzl7HkRBpWgaNBehlMQ	0		
Ugx-ScX9d22jwkR0VUB4AaABAg	0	0	2022-02-05 13:15:37	Angel Reyes	Cuál se desmarca sí él corrupto partido nacional es quien a comprado a estos diputados que se vendieron por un sucio dinero y ahora se lavan las manos como pilato	UCf8WqSIlHiuqQ50k1Qk0d1w	http://www.youtube.com/channel/UCf8WqSIlHiuqQ50k1Qk0d1w	0		
Ugwk5bIdNnQ_nDEIjLF4AaABAg	0	0	2022-02-05 05:56:28	Roberto Rodriguez	Ojala no voten en contra de la cici	UCF1HbyriESaA7phjfaazA0w	http://www.youtube.com/channel/UCF1HbyriESaA7phjfaazA0w	0		
UgzMY5PwchGZT9onKCR4AaABAg	0	0	2022-02-05 00:21:00	Geo Mena	Ya era tiempo que se agan aun lado bola de ratas nunca isieron nada por nuestro país no se metan que ya casi están fuera en las próximas elecciones	UC1PeXBgGzNGpssuRGKFDLow	http://www.youtube.com/channel/UC1PeXBgGzNGpssuRGKFDLow	0		
UgwDM0rWYhEwyATWW6d4AaABAg	0	0	2022-02-04 23:50:30	Alex Rodriguez	La cachurecada	UCVVsmzIFvBoLKWzok4t6e_w	http://www.youtube.com/channel/UCVVsmzIFvBoLKWzok4t6e_w	0		
Ugx4ZPd9hOA6oS0DCLp4AaABAg	0	1	2022-02-04 23:23:17	Angel Diaz	Ya son vergüenza diputados ya los conocemos a todos .	UC7hjN8VHqdicJItVhhkdC2w	http://www.youtube.com/channel/UC7hjN8VHqdicJItVhhkdC2w	0		
UgymcMNOZxPRh6F6Xjx4AaABAg	0	0	2022-02-04 22:11:32	Gabriel Valles	Tengo una pregunta qué son esos ratones que están bajando las escaleras qué qué se miran	UCFREFkVrd62gfYYqZaU70ag	http://www.youtube.com/channel/UCFREFkVrd62gfYYqZaU70ag	0		
UgyrryACY0W_Q9PwquN4AaABAg	0	0	2022-02-04 21:48:29	gloria gloria	Saquen esas manzanas podridas,calix y la beatris	UCVMQ18WVVJdFXGqffVOg9_g	http://www.youtube.com/channel/UCVMQ18WVVJdFXGqffVOg9_g	0		
UgxNO4YNNAHmZlCk6LB4AaABAg	0	0	2022-02-04 21:37:22	nelson sanchez	Cachurecos narcos	UCr5xy37KlzrYc25GPcP2ktw	http://www.youtube.com/channel/UCr5xy37KlzrYc25GPcP2ktw	0		
UgwqPk7easmDVzpb6-J4AaABAg	0	0	2022-02-04 21:36:36	Jacobo Diaz	Si estos pícaro estavan detrás del trono ellos apoyaran a esos pícaro a cambio de algo no hay almuerzo gratis quieren impunidad	UC2EZsWagEjWfAzunv0eMyBg	http://www.youtube.com/channel/UC2EZsWagEjWfAzunv0eMyBg	0		
UgxSYV7ynAqtRdJXLIB4AaABAg	0	0	2022-02-04 21:09:23	VICTOR HERNANDEZ	El partido nacional es corructo	UCtF-qMwKIr77TJJxiM06mIA	http://www.youtube.com/channel/UCtF-qMwKIr77TJJxiM06mIA	0		
UgwXO1XWPAyhQWmaoz14AaABAg	0	0	2022-02-04 19:01:01	Lizeth Mendez	Pues es el publo que manda no esos diputados corruptos cachurecos y liberales .. pues afuera del congreso nacional ladrones narcos	UCRCGVk__rT79ksUdRIeFZwA	http://www.youtube.com/channel/UCRCGVk__rT79ksUdRIeFZwA	0		
Ugxx1o34yuwdWfDupfF4AaABAg	0	0	2022-02-04 18:58:35	Lizeth Mendez	Eliminar a los nacionalistas ellos corroen a cualquiera afuera del congreso	UCRCGVk__rT79ksUdRIeFZwA	http://www.youtube.com/channel/UCRCGVk__rT79ksUdRIeFZwA	0		
UgzXbNlrjewDKWlQ3cV4AaABAg	0	0	2022-02-04 18:39:00	Sergio Munguia	PARA QUE MIREN EL PN NO ES RL DEL PROBLEMA SON LOS DE LIBRE AHORA LA BANCADA SE DESLIGA DE JORGE CALIX LO SENTIMOS PERO ES POR EL BIEN A HONDURAS	UCfsD23xuDpPKPtWbRre2xzg	http://www.youtube.com/channel/UCfsD23xuDpPKPtWbRre2xzg	0		
